priority_score,tier,cluster,city,state,slug,url,title,words,review_links,browse_links,gsc_impressions,gsc_avg_position,current_has_form,current_quiz_link,primary_actions,rationale
102.66,T4 - full rollout,National,Sioux Falls,SD,sioux-falls-sd,https://www.creditdoc.co/city/sioux-falls-sd/,"Credit Repair & Financial Services in Sioux Falls, SD (2026)",1766,15,1,0,,False,True,Sioux Falls Credit Repair Quiz / Sioux Falls Credit Calculator CTAs | email capture block wired to /api/email-signup | SD regulator/contact module | Frequently asked questions in Sioux Falls | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
102.58,T4 - full rollout,Texas,Haltom City,TX,haltom-city-tx,https://www.creditdoc.co/city/haltom-city-tx/,"Credit Repair & Financial Services in Haltom City, TX (2026)",1758,15,1,0,,False,True,Haltom City Credit Repair Quiz / Haltom City Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Haltom City | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
102.32,T4 - full rollout,California,Riverside,CA,riverside-ca,https://www.creditdoc.co/city/riverside-ca/,"Credit Repair & Financial Services in Riverside, CA (2026)",1732,15,1,0,,False,True,Riverside Credit Repair Quiz / Riverside Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in Riverside | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
102.08,T4 - full rollout,National,Madison,WI,madison-wi,https://www.creditdoc.co/city/madison-wi/,"Credit Repair & Financial Services in Madison, WI (2026)",1708,15,1,0,,False,True,Madison Credit Repair Quiz / Madison Credit Calculator CTAs | email capture block wired to /api/email-signup | WI regulator/contact module | Frequently asked questions in Madison | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
102.05,T4 - full rollout,National,Wichita,KS,wichita-ks,https://www.creditdoc.co/city/wichita-ks/,"Credit Repair & Financial Services in Wichita, KS (2026)",1705,15,1,0,,False,True,Wichita Credit Repair Quiz / Wichita Credit Calculator CTAs | email capture block wired to /api/email-signup | KS regulator/contact module | Frequently asked questions in Wichita | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
101.98,T4 - full rollout,Texas,Amarillo,TX,amarillo-tx,https://www.creditdoc.co/city/amarillo-tx/,"Credit Repair & Financial Services in Amarillo, TX (2026)",1698,15,1,0,,False,True,Amarillo Credit Repair Quiz / Amarillo Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Amarillo | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
100.75,T4 - full rollout,Florida,Sarasota,FL,sarasota-fl,https://www.creditdoc.co/city/sarasota-fl/,"Credit Repair & Financial Services in Sarasota, FL (2026)",1875,14,1,0,,False,True,Sarasota Credit Repair Quiz / Sarasota Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in Sarasota | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
100.43,T4 - full rollout,National,Jackson,MS,jackson-ms,https://www.creditdoc.co/city/jackson-ms/,"Credit Repair & Financial Services in Jackson, MS (2026)",1843,14,1,0,,False,True,Jackson Credit Repair Quiz / Jackson Credit Calculator CTAs | email capture block wired to /api/email-signup | MS regulator/contact module | Frequently asked questions in Jackson | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
98.95,T4 - full rollout,New York,Syracuse,NY,syracuse-ny,https://www.creditdoc.co/city/syracuse-ny/,"Credit Repair & Financial Services in Syracuse, NY (2026)",1695,14,1,0,,False,True,Syracuse Credit Repair Quiz / Syracuse Credit Calculator CTAs | email capture block wired to /api/email-signup | NY regulator/contact module | Frequently asked questions in Syracuse | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
98.51,T4 - full rollout,National,Greensboro,NC,greensboro-nc,https://www.creditdoc.co/city/greensboro-nc/,"Credit Repair & Financial Services in Greensboro, NC (2026)",1651,14,1,0,,False,True,Greensboro Credit Repair Quiz / Greensboro Credit Calculator CTAs | email capture block wired to /api/email-signup | NC regulator/contact module | Frequently asked questions in Greensboro | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
98.20,T4 - full rollout,National,Lincoln,NE,lincoln-ne,https://www.creditdoc.co/city/lincoln-ne/,"Credit Repair & Financial Services in Lincoln, NE (2026)",1620,14,1,0,,False,True,Lincoln Credit Repair Quiz / Lincoln Credit Calculator CTAs | email capture block wired to /api/email-signup | NE regulator/contact module | Frequently asked questions in Lincoln | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
98.15,T4 - full rollout,National,Springfield,MO,springfield-mo,https://www.creditdoc.co/city/springfield-mo/,"Credit Repair & Financial Services in Springfield, MO (2026)",1615,14,1,0,,False,True,Springfield Credit Repair Quiz / Springfield Credit Calculator CTAs | email capture block wired to /api/email-signup | MO regulator/contact module | Frequently asked questions in Springfield | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
96.63,T4 - full rollout,Texas,Richardson,TX,richardson-tx,https://www.creditdoc.co/city/richardson-tx/,"Credit Repair & Financial Services in Richardson, TX (2026)",1763,13,1,0,,False,True,Richardson Credit Repair Quiz / Richardson Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Richardson | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
96.27,T4 - full rollout,Texas,Waco,TX,waco-tx,https://www.creditdoc.co/city/waco-tx/,"Credit Repair & Financial Services in Waco, TX (2026)",1727,13,1,0,,False,True,Waco Credit Repair Quiz / Waco Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Waco | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
95.71,T4 - full rollout,National,Fort Wayne,IN,fort-wayne-in,https://www.creditdoc.co/city/fort-wayne-in/,"Credit Repair & Financial Services in Fort Wayne, IN (2026)",1671,13,1,0,,False,True,Fort Wayne Credit Repair Quiz / Fort Wayne Credit Calculator CTAs | email capture block wired to /api/email-signup | IN regulator/contact module | Frequently asked questions in Fort Wayne | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
95.59,T4 - full rollout,National,Council Bluffs,IA,council-bluffs-ia,https://www.creditdoc.co/city/council-bluffs-ia/,"Credit Repair & Financial Services in Council Bluffs, IA",1659,13,1,0,,False,True,Council Bluffs Credit Repair Quiz / Council Bluffs Credit Calculator CTAs | email capture block wired to /api/email-signup | IA regulator/contact module | Frequently asked questions in Council Bluffs | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
95.54,T4 - full rollout,Texas,El Paso,TX,el-paso-tx,https://www.creditdoc.co/city/el-paso-tx/,"Credit Repair & Financial Services in El Paso, TX (2026)",1654,13,1,0,,False,True,El Paso Credit Repair Quiz / El Paso Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in El Paso | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
95.48,T4 - full rollout,National,Erie,PA,erie-pa,https://www.creditdoc.co/city/erie-pa/,"Credit Repair & Financial Services in Erie, PA (2026)",1648,13,1,0,,False,True,Erie Credit Repair Quiz / Erie Credit Calculator CTAs | email capture block wired to /api/email-signup | PA regulator/contact module | Frequently asked questions in Erie | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
94.93,T4 - full rollout,National,Jefferson City,MO,jefferson-city-mo,https://www.creditdoc.co/city/jefferson-city-mo/,"Credit Repair & Financial Services in Jefferson City, MO",1593,13,1,0,,False,True,Jefferson City Credit Repair Quiz / Jefferson City Credit Calculator CTAs | email capture block wired to /api/email-signup | MO regulator/contact module | Frequently asked questions in Jefferson City | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
94.73,T4 - full rollout,National,Akron,OH,akron-oh,https://www.creditdoc.co/city/akron-oh/,"Credit Repair & Financial Services in Akron, OH (2026)",1573,13,1,0,,False,True,Akron Credit Repair Quiz / Akron Credit Calculator CTAs | email capture block wired to /api/email-signup | OH regulator/contact module | Frequently asked questions in Akron | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
91.75,T4 - full rollout,National,Huntington,WV,huntington-wv,https://www.creditdoc.co/city/huntington-wv/,"Credit Repair & Financial Services in Huntington, WV (2026)",1575,12,1,0,,False,True,Huntington Credit Repair Quiz / Huntington Credit Calculator CTAs | email capture block wired to /api/email-signup | WV regulator/contact module | Frequently asked questions in Huntington | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
90.93,T4 - full rollout,National,West Des Moines,IA,west-des-moines-ia,https://www.creditdoc.co/city/west-des-moines-ia/,"Credit Repair & Financial Services in West Des Moines, IA",1493,12,1,0,,False,True,West Des Moines Credit Repair Quiz / West Des Moines Credit Calculator CTAs | email capture block wired to /api/email-signup | IA regulator/contact module | Frequently asked questions in West Des Moines | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
89.62,T4 - full rollout,Florida,Orange Park,FL,orange-park-fl,https://www.creditdoc.co/city/orange-park-fl/,"Credit Repair & Financial Services in Orange Park, FL (2026)",1662,11,1,0,,False,True,Orange Park Credit Repair Quiz / Orange Park Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in Orange Park | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
85.70,T4 - full rollout,California,Hawthorne,CA,hawthorne-ca,https://www.creditdoc.co/city/hawthorne-ca/,"Credit Repair & Financial Services in Hawthorne, CA (2026)",1570,10,1,0,,False,True,Hawthorne Credit Repair Quiz / Hawthorne Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in Hawthorne | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
83.59,T4 - full rollout,New York,Buffalo,NY,buffalo-ny,https://www.creditdoc.co/city/buffalo-ny/,"Credit Repair & Financial Services in Buffalo, NY (2026)",2059,21,0,0,,False,True,Buffalo Credit Repair Quiz / Buffalo Credit Calculator CTAs | email capture block wired to /api/email-signup | NY regulator/contact module | Frequently asked questions in Buffalo | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
74.49,T4 - full rollout,New York,Staten Island,NY,staten-island-ny,https://www.creditdoc.co/city/staten-island-ny/,"Credit Repair & Financial Services in Staten Island, NY",2049,18,0,0,,False,True,Staten Island Credit Repair Quiz / Staten Island Credit Calculator CTAs | email capture block wired to /api/email-signup | NY regulator/contact module | Frequently asked questions in Staten Island | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
73.60,T4 - full rollout,California,El Cajon,CA,el-cajon-ca,https://www.creditdoc.co/city/el-cajon-ca/,"Credit Repair & Financial Services in El Cajon, CA (2026)",1960,18,0,0,,False,True,El Cajon Credit Repair Quiz / El Cajon Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in El Cajon | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
73.19,T4 - full rollout,National,Metairie,LA,metairie-la,https://www.creditdoc.co/city/metairie-la/,"Credit Repair & Financial Services in Metairie, LA (2026)",1919,18,0,0,,False,True,Metairie Credit Repair Quiz / Metairie Credit Calculator CTAs | email capture block wired to /api/email-signup | LA regulator/contact module | Frequently asked questions in Metairie | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
72.51,T4 - full rollout,Florida,Coral Gables,FL,coral-gables-fl,https://www.creditdoc.co/city/coral-gables-fl/,"Credit Repair & Financial Services in Coral Gables, FL",2151,17,0,0,,False,True,Coral Gables Credit Repair Quiz / Coral Gables Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in Coral Gables | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
70.70,T4 - full rollout,National,Lakewood,CO,lakewood-co,https://www.creditdoc.co/city/lakewood-co/,"Credit Repair & Financial Services in Lakewood, CO (2026)",1970,17,0,0,,False,True,Lakewood Credit Repair Quiz / Lakewood Credit Calculator CTAs | email capture block wired to /api/email-signup | CO regulator/contact module | Frequently asked questions in Lakewood | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
69.86,T4 - full rollout,National,Durham,NC,durham-nc,https://www.creditdoc.co/city/durham-nc/,"Credit Repair & Financial Services in Durham, NC (2026)",1886,17,0,0,,False,True,Durham Credit Repair Quiz / Durham Credit Calculator CTAs | email capture block wired to /api/email-signup | NC regulator/contact module | Frequently asked questions in Durham | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
67.50,T4 - full rollout,Florida,North Miami Beach,FL,north-miami-beach-fl,https://www.creditdoc.co/city/north-miami-beach-fl/,"Credit Repair & Financial Services in North Miami Beach, FL",1950,16,0,0,,False,True,North Miami Beach Credit Repair Quiz / North Miami Beach Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in North Miami Beach | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
66.57,T4 - full rollout,Florida,Miami Gardens,FL,miami-gardens-fl,https://www.creditdoc.co/city/miami-gardens-fl/,"Credit Repair & Financial Services in Miami Gardens, FL",2157,15,0,0,,False,True,Miami Gardens Credit Repair Quiz / Miami Gardens Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in Miami Gardens | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
65.79,T4 - full rollout,National,Grand Rapids,MI,grand-rapids-mi,https://www.creditdoc.co/city/grand-rapids-mi/,"Credit Repair & Financial Services in Grand Rapids, MI",1779,16,0,0,,False,True,Grand Rapids Credit Repair Quiz / Grand Rapids Credit Calculator CTAs | email capture block wired to /api/email-signup | MI regulator/contact module | Frequently asked questions in Grand Rapids | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
63.91,T4 - full rollout,Florida,North Miami,FL,north-miami-fl,https://www.creditdoc.co/city/north-miami-fl/,"Credit Repair & Financial Services in North Miami, FL (2026)",1891,15,0,0,,False,True,North Miami Credit Repair Quiz / North Miami Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in North Miami | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
62.57,T4 - full rollout,New York,Rochester,NY,rochester-ny,https://www.creditdoc.co/city/rochester-ny/,"Credit Repair & Financial Services in Rochester, NY (2026)",1757,15,0,0,,False,True,Rochester Credit Repair Quiz / Rochester Credit Calculator CTAs | email capture block wired to /api/email-signup | NY regulator/contact module | Frequently asked questions in Rochester | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
62.53,T4 - full rollout,Texas,Round Rock,TX,round-rock-tx,https://www.creditdoc.co/city/round-rock-tx/,"Credit Repair & Financial Services in Round Rock, TX (2026)",1753,15,0,0,,False,True,Round Rock Credit Repair Quiz / Round Rock Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Round Rock | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
62.17,T4 - full rollout,Texas,Humble,TX,humble-tx,https://www.creditdoc.co/city/humble-tx/,"Credit Repair & Financial Services in Humble, TX (2026)",1717,15,0,0,,False,True,Humble Credit Repair Quiz / Humble Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Humble | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
62.03,T4 - full rollout,National,Toledo,OH,toledo-oh,https://www.creditdoc.co/city/toledo-oh/,"Credit Repair & Financial Services in Toledo, OH (2026)",1703,15,0,0,,False,True,Toledo Credit Repair Quiz / Toledo Credit Calculator CTAs | email capture block wired to /api/email-signup | OH regulator/contact module | Frequently asked questions in Toledo | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
60.06,T4 - full rollout,New York,Jackson Heights,NY,jackson-heights-ny,https://www.creditdoc.co/city/jackson-heights-ny/,"Credit Repair & Financial Services in Jackson Heights, NY",1806,14,0,0,,False,True,Jackson Heights Credit Repair Quiz / Jackson Heights Credit Calculator CTAs | email capture block wired to /api/email-signup | NY regulator/contact module | Frequently asked questions in Jackson Heights | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
59.84,T4 - full rollout,California,San Mateo,CA,san-mateo-ca,https://www.creditdoc.co/city/san-mateo-ca/,"Credit Repair & Financial Services in San Mateo, CA (2026)",1784,14,0,0,,False,True,San Mateo Credit Repair Quiz / San Mateo Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in San Mateo | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
59.43,T4 - full rollout,National,Skokie,IL,skokie-il,https://www.creditdoc.co/city/skokie-il/,"Credit Repair & Financial Services in Skokie, IL (2026)",1743,14,0,0,,False,True,Skokie Credit Repair Quiz / Skokie Credit Calculator CTAs | email capture block wired to /api/email-signup | IL regulator/contact module | Frequently asked questions in Skokie | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
58.95,T4 - full rollout,National,Boston,MA,boston-ma,https://www.creditdoc.co/city/boston-ma/,"Credit Repair & Financial Services in Boston, MA (2026)",1695,14,0,0,,False,True,Boston Credit Repair Quiz / Boston Credit Calculator CTAs | email capture block wired to /api/email-signup | MA regulator/contact module | Frequently asked questions in Boston | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
58.90,T4 - full rollout,National,Mobile,AL,mobile-al,https://www.creditdoc.co/city/mobile-al/,"Credit Repair & Financial Services in Mobile, AL (2026)",1690,14,0,0,,False,True,Mobile Credit Repair Quiz / Mobile Credit Calculator CTAs | email capture block wired to /api/email-signup | AL regulator/contact module | Frequently asked questions in Mobile | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
58.66,T4 - full rollout,National,Tuscaloosa,AL,tuscaloosa-al,https://www.creditdoc.co/city/tuscaloosa-al/,"Credit Repair & Financial Services in Tuscaloosa, AL (2026)",1666,14,0,0,,False,True,Tuscaloosa Credit Repair Quiz / Tuscaloosa Credit Calculator CTAs | email capture block wired to /api/email-signup | AL regulator/contact module | Frequently asked questions in Tuscaloosa | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
58.57,T4 - full rollout,National,Richmond,VA,richmond-va,https://www.creditdoc.co/city/richmond-va/,"Credit Repair & Financial Services in Richmond, VA (2026)",1657,14,0,0,,False,True,Richmond Credit Repair Quiz / Richmond Credit Calculator CTAs | email capture block wired to /api/email-signup | VA regulator/contact module | Frequently asked questions in Richmond | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
58.48,T4 - full rollout,National,Chattanooga,TN,chattanooga-tn,https://www.creditdoc.co/city/chattanooga-tn/,"Credit Repair & Financial Services in Chattanooga, TN (2026)",1648,14,0,0,,False,True,Chattanooga Credit Repair Quiz / Chattanooga Credit Calculator CTAs | email capture block wired to /api/email-signup | TN regulator/contact module | Frequently asked questions in Chattanooga | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
58.40,T4 - full rollout,National,Des Moines,IA,des-moines-ia,https://www.creditdoc.co/city/des-moines-ia/,"Credit Repair & Financial Services in Des Moines, IA (2026)",1640,14,0,0,,False,True,Des Moines Credit Repair Quiz / Des Moines Credit Calculator CTAs | email capture block wired to /api/email-signup | IA regulator/contact module | Frequently asked questions in Des Moines | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
58.29,T4 - full rollout,Texas,Lubbock,TX,lubbock-tx,https://www.creditdoc.co/city/lubbock-tx/,"Credit Repair & Financial Services in Lubbock, TX (2026)",1629,14,0,0,,False,True,Lubbock Credit Repair Quiz / Lubbock Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Lubbock | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
58.26,T4 - full rollout,National,Norman,OK,norman-ok,https://www.creditdoc.co/city/norman-ok/,"Credit Repair & Financial Services in Norman, OK (2026)",1626,14,0,0,,False,True,Norman Credit Repair Quiz / Norman Credit Calculator CTAs | email capture block wired to /api/email-signup | OK regulator/contact module | Frequently asked questions in Norman | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
56.56,T4 - full rollout,Texas,Frisco,TX,frisco-tx,https://www.creditdoc.co/city/frisco-tx/,"Credit Repair & Financial Services in Frisco, TX (2026)",1756,13,0,0,,False,True,Frisco Credit Repair Quiz / Frisco Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Frisco | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
56.50,T4 - full rollout,National,Englewood,CO,englewood-co,https://www.creditdoc.co/city/englewood-co/,"Credit Repair & Financial Services in Englewood, CO (2026)",1750,13,0,0,,False,True,Englewood Credit Repair Quiz / Englewood Credit Calculator CTAs | email capture block wired to /api/email-signup | CO regulator/contact module | Frequently asked questions in Englewood | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
56.39,T4 - full rollout,California,Santa Ana,CA,santa-ana-ca,https://www.creditdoc.co/city/santa-ana-ca/,"Credit Repair & Financial Services in Santa Ana, CA (2026)",1739,13,0,0,,False,True,Santa Ana Credit Repair Quiz / Santa Ana Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in Santa Ana | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
56.22,T4 - full rollout,Florida,Doral,FL,doral-fl,https://www.creditdoc.co/city/doral-fl/,"Credit Repair & Financial Services in Doral, FL (2026)",1722,13,0,0,,False,True,Doral Credit Repair Quiz / Doral Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in Doral | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
56.12,T4 - full rollout,California,Inglewood,CA,inglewood-ca,https://www.creditdoc.co/city/inglewood-ca/,"Credit Repair & Financial Services in Inglewood, CA (2026)",1712,13,0,0,,False,True,Inglewood Credit Repair Quiz / Inglewood Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in Inglewood | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
55.74,T4 - full rollout,California,Escondido,CA,escondido-ca,https://www.creditdoc.co/city/escondido-ca/,"Credit Repair & Financial Services in Escondido, CA (2026)",1674,13,0,0,,False,True,Escondido Credit Repair Quiz / Escondido Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in Escondido | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
55.29,T4 - full rollout,National,Portland,ME,portland-me,https://www.creditdoc.co/city/portland-me/,"Credit Repair & Financial Services in Portland, ME (2026)",1629,13,0,0,,False,True,Portland Credit Repair Quiz / Portland Credit Calculator CTAs | email capture block wired to /api/email-signup | ME regulator/contact module | Frequently asked questions in Portland | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
55.25,T4 - full rollout,National,Farmington Hills,MI,farmington-hills-mi,https://www.creditdoc.co/city/farmington-hills-mi/,"Credit Repair & Financial Services in Farmington Hills, MI",1625,13,0,0,,False,True,Farmington Hills Credit Repair Quiz / Farmington Hills Credit Calculator CTAs | email capture block wired to /api/email-signup | MI regulator/contact module | Frequently asked questions in Farmington Hills | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
55.20,T4 - full rollout,Georgia,Macon,GA,macon-ga,https://www.creditdoc.co/city/macon-ga/,"Credit Repair & Financial Services in Macon, GA (2026)",1620,13,0,0,,False,True,Macon Credit Repair Quiz / Macon Credit Calculator CTAs | email capture block wired to /api/email-signup | GA regulator/contact module | Frequently asked questions in Macon | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
55.14,T4 - full rollout,Texas,Laredo,TX,laredo-tx,https://www.creditdoc.co/city/laredo-tx/,"Credit Repair & Financial Services in Laredo, TX (2026)",1614,13,0,0,,False,True,Laredo Credit Repair Quiz / Laredo Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Laredo | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
55.06,T4 - full rollout,National,Cleveland,TN,cleveland-tn,https://www.creditdoc.co/city/cleveland-tn/,"Credit Repair & Financial Services in Cleveland, TN (2026)",1606,13,0,0,,False,True,Cleveland Credit Repair Quiz / Cleveland Credit Calculator CTAs | email capture block wired to /api/email-signup | TN regulator/contact module | Frequently asked questions in Cleveland | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
55.05,T4 - full rollout,National,La Crosse,WI,la-crosse-wi,https://www.creditdoc.co/city/la-crosse-wi/,"Credit Repair & Financial Services in La Crosse, WI (2026)",1605,13,0,0,,False,True,La Crosse Credit Repair Quiz / La Crosse Credit Calculator CTAs | email capture block wired to /api/email-signup | WI regulator/contact module | Frequently asked questions in La Crosse | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
55.04,T4 - full rollout,National,Greenville,SC,greenville-sc,https://www.creditdoc.co/city/greenville-sc/,"Credit Repair & Financial Services in Greenville, SC (2026)",1604,13,0,0,,False,True,Greenville Credit Repair Quiz / Greenville Credit Calculator CTAs | email capture block wired to /api/email-signup | SC regulator/contact module | Frequently asked questions in Greenville | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
54.89,T4 - full rollout,National,Del City,OK,del-city-ok,https://www.creditdoc.co/city/del-city-ok/,"Credit Repair & Financial Services in Del City, OK (2026)",1589,13,0,0,,False,True,Del City Credit Repair Quiz / Del City Credit Calculator CTAs | email capture block wired to /api/email-signup | OK regulator/contact module | Frequently asked questions in Del City | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
54.79,T4 - full rollout,Florida,Tallahassee,FL,tallahassee-fl,https://www.creditdoc.co/city/tallahassee-fl/,"Credit Repair & Financial Services in Tallahassee, FL (2026)",1579,13,0,0,,False,True,Tallahassee Credit Repair Quiz / Tallahassee Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in Tallahassee | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
54.64,T4 - full rollout,National,Helena,MT,helena-mt,https://www.creditdoc.co/city/helena-mt/,"Credit Repair & Financial Services in Helena, MT (2026)",1564,13,0,0,,False,True,Helena Credit Repair Quiz / Helena Credit Calculator CTAs | email capture block wired to /api/email-signup | MT regulator/contact module | Frequently asked questions in Helena | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
54.04,T4 - full rollout,National,Rapid City,SD,rapid-city-sd,https://www.creditdoc.co/city/rapid-city-sd/,"Credit Repair & Financial Services in Rapid City, SD (2026)",1804,12,0,0,,False,True,Rapid City Credit Repair Quiz / Rapid City Credit Calculator CTAs | email capture block wired to /api/email-signup | SD regulator/contact module | Frequently asked questions in Rapid City | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
53.42,T4 - full rollout,National,Boise,ID,boise-id,https://www.creditdoc.co/city/boise-id/,"Credit Repair & Financial Services in Boise, ID (2026)",1742,12,0,0,,False,True,Boise Credit Repair Quiz / Boise Credit Calculator CTAs | email capture block wired to /api/email-signup | ID regulator/contact module | Frequently asked questions in Boise | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
53.39,T4 - full rollout,California,Oceanside,CA,oceanside-ca,https://www.creditdoc.co/city/oceanside-ca/,"Credit Repair & Financial Services in Oceanside, CA (2026)",1739,12,0,0,,False,True,Oceanside Credit Repair Quiz / Oceanside Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in Oceanside | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
